code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,average_score
AAA,2013J,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,69.0
AAA,2013J,F,London Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,66.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,67.2
AAA,2013J,F,North Western Region,HE Qualification,30-40%,35-55,0,60,N,Pass,75.6
AAA,2013J,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,71.2
AAA,2013J,F,West Midlands Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,76.4
AAA,2013J,F,South Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn,54.5
AAA,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,83.0
AAA,2013J,M,South Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,51.4
AAA,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,150,N,Pass,61.2
AAA,2013J,F,East Midlands Region,HE Qualification,20-30%,35-55,0,60,N,Withdrawn,32.0
AAA,2013J,M,Wales,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,
AAA,2013J,F,Scotland,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,
AAA,2013J,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,N,Pass,57.2
AAA,2013J,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction,80.0
AAA,2013J,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,73.2
AAA,2013J,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,51.5
AAA,2013J,F,North Region,HE Qualification,,0-35,0,60,N,Fail,67.8
AAA,2013J,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,180,N,Withdrawn,68.0
AAA,2013J,F,Scotland,HE Qualification,90-100%,0-35,0,60,Y,Pass,83.4
AAA,2013J,M,South East Region,HE Qualification,20-30%,0-35,0,300,N,Withdrawn,
AAA,2013J,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,75.6
AAA,2013J,F,London Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,50.6
AAA,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,73.4
AAA,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,73.0
AAA,2013J,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,46.8
AAA,2013J,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Withdrawn,80.0
AAA,2013J,M,South West Region,Lower Than A Level,50-60%,35-55,0,90,N,Distinction,82.8
AAA,2013J,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,77.6
AAA,2013J,M,London Region,A Level or Equivalent,10-20,35-55,0,120,Y,Withdrawn,51.0
AAA,2013J,F,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,74.4
AAA,2013J,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,60.6
AAA,2013J,M,Scotland,Lower Than A Level,80-90%,35-55,0,120,N,Fail,24.666666666666668
AAA,2013J,M,South Region,Lower Than A Level,80-90%,35-55,0,180,N,Pass,70.0
AAA,2013J,M,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,90.6
AAA,2013J,M,Scotland,HE Qualification,90-100%,55<=,0,60,N,Pass,78.8
AAA,2013J,M,South Region,HE Qualification,70-80%,55<=,0,60,N,Fail,56.0
AAA,2013J,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,44.5
AAA,2013J,F,Scotland,HE Qualification,50-60%,55<=,0,60,N,Withdrawn,67.0
AAA,2013J,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,79.6
AAA,2013J,M,Wales,Lower Than A Level,80-90%,35-55,0,60,N,Pass,75.8
AAA,2013J,M,South Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass,55.6
AAA,2013J,F,East Anglian Region,HE Qualification,90-100%,0-35,0,120,N,Pass,73.6
AAA,2013J,F,North Western Region,Lower Than A Level,40-50%,0-35,0,240,N,Pass,77.2
AAA,2013J,M,South East Region,HE Qualification,40-50%,35-55,0,60,N,Pass,79.4
AAA,2013J,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,76.6
AAA,2013J,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,60.8
AAA,2013J,M,North Western Region,A Level or Equivalent,20-30%,55<=,0,120,N,Pass,61.75
AAA,2013J,F,North Western Region,HE Qualification,60-70%,35-55,0,60,N,Pass,78.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,63.2
AAA,2013J,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Distinction,80.8
AAA,2013J,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,
AAA,2013J,F,North Region,HE Qualification,,35-55,0,60,N,Pass,62.6
AAA,2013J,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,64.8
AAA,2013J,F,South Region,HE Qualification,80-90%,35-55,0,120,N,Withdrawn,53.5
AAA,2013J,F,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass,80.6
AAA,2013J,M,Yorkshire Region,HE Qualification,80-90%,55<=,0,60,N,Pass,81.2
AAA,2013J,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,71.2
AAA,2013J,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,65.4
AAA,2013J,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,71.8
AAA,2013J,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,71.8
AAA,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,
AAA,2013J,M,Ireland,HE Qualification,,35-55,0,60,N,Pass,75.4
AAA,2013J,M,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,70.8
AAA,2013J,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,64.0
AAA,2013J,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,Pass,79.6
AAA,2013J,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,73.6
AAA,2013J,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,76.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,72.6
AAA,2013J,F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,76.4
AAA,2013J,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,70.0
AAA,2013J,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,71.4
AAA,2013J,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,78.2
AAA,2013J,F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,64.8
AAA,2013J,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,
AAA,2013J,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,56.0
AAA,2013J,F,North Western Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,79.4
AAA,2013J,M,South East Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass,65.6
AAA,2013J,M,East Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,79.2
AAA,2013J,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,51.2
AAA,2013J,F,South West Region,A Level or Equivalent,40-50%,0-35,0,180,N,Pass,82.6
AAA,2013J,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction,83.4
AAA,2013J,M,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,84.2
AAA,2013J,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Pass,63.2
AAA,2013J,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,76.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,57.2
AAA,2013J,M,London Region,HE Qualification,20-30%,55<=,0,60,N,Pass,68.8
AAA,2013J,F,North Region,HE Qualification,10-20,0-35,0,150,N,Fail,43.333333333333336
AAA,2013J,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,71.4
AAA,2013J,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,78.6
AAA,2013J,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,67.8
AAA,2013J,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,81.6
AAA,2013J,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,84.8
AAA,2013J,M,South Region,A Level or Equivalent,40-50%,35-55,0,180,N,Pass,58.25
AAA,2013J,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,79.4
AAA,2013J,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,Pass,67.8
AAA,2014J,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,Pass,61.8
AAA,2014J,F,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,46.8
AAA,2014J,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,86.2
AAA,2014J,M,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,77.6
AAA,2014J,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,54.8
AAA,2014J,M,North Region,HE Qualification,30-40%,35-55,0,60,N,Pass,64.8
AAA,2014J,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,120,N,Pass,63.0
AAA,2014J,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,71.0
AAA,2014J,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass,76.0
AAA,2014J,F,Wales,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,73.4
AAA,2014J,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,71.6
AAA,2014J,M,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,51.4
AAA,2014J,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,N,Fail,67.0
AAA,2014J,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass,80.2
AAA,2014J,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,81.8
AAA,2014J,M,South Region,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn,60.666666666666664
AAA,2014J,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,58.0
AAA,2014J,M,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,77.6
AAA,2014J,M,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,71.2
AAA,2014J,M,South East Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn,50.0
AAA,2014J,M,South Region,Lower Than A Level,70-80%,35-55,1,60,N,Pass,63.6
AAA,2014J,M,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,45.0
AAA,2014J,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,82.6
AAA,2014J,F,London Region,HE Qualification,20-30%,0-35,0,60,N,Pass,82.0
AAA,2014J,M,London Region,HE Qualification,80-90%,55<=,0,60,N,Pass,61.8
AAA,2014J,F,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass,67.8
AAA,2014J,M,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,
AAA,2014J,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,57.6
AAA,2014J,F,South West Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,67.0
AAA,2014J,F,South West Region,A Level or Equivalent,40-50%,35-55,1,60,N,Pass,76.0
AAA,2014J,F,South East Region,A Level or Equivalent,60-70%,0-35,0,120,N,Distinction,87.2
AAA,2014J,M,South Region,HE Qualification,70-80%,35-55,0,60,N,Pass,64.8
AAA,2014J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,60,N,Withdrawn,81.0
AAA,2014J,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,78.4
AAA,2014J,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,58.4
AAA,2014J,M,South East Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,60.0
AAA,2014J,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,78.6
AAA,2014J,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,65.4
AAA,2014J,M,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,78.2
AAA,2014J,F,East Anglian Region,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn,
AAA,2014J,F,South East Region,Lower Than A Level,90-100%,35-55,1,60,Y,Pass,49.8
AAA,2014J,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Distinction,84.0
AAA,2014J,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Fail,61.0
AAA,2014J,M,South West Region,A Level or Equivalent,90-100%,0-35,1,210,N,Pass,49.6
AAA,2014J,M,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,75.0
AAA,2014J,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,120,Y,Pass,63.4
AAA,2014J,M,North Region,Lower Than A Level,60-70%,0-35,1,120,N,Pass,64.6
AAA,2014J,F,North Western Region,A Level or Equivalent,30-40%,35-55,1,60,Y,Pass,84.0
AAA,2014J,F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,66.4
AAA,2014J,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,68.4
AAA,2014J,F,Wales,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,67.0
AAA,2014J,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,71.0
AAA,2014J,F,East Anglian Region,Lower Than A Level,70-80%,0-35,1,120,N,Pass,77.4
AAA,2014J,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,74.0
AAA,2014J,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,1,60,N,Withdrawn,69.33333333333333
AAA,2014J,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Pass,62.4
AAA,2014J,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,77.0
AAA,2014J,M,South West Region,HE Qualification,70-80%,55<=,0,60,N,Pass,76.0
AAA,2014J,M,North Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,60.4
AAA,2014J,F,South East Region,Lower Than A Level,30-40%,35-55,0,60,Y,Pass,75.4
AAA,2014J,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,65.0
AAA,2014J,M,London Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,69.6
AAA,2014J,F,East Anglian Region,HE Qualification,90-100%,35-55,0,270,N,Withdrawn,85.0
AAA,2014J,M,Wales,Lower Than A Level,90-100%,0-35,0,60,N,Pass,65.6
AAA,2014J,M,Yorkshire Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,59.6
AAA,2014J,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,1,60,N,Pass,70.8
AAA,2014J,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,75.8
AAA,2014J,M,East Midlands Region,HE Qualification,10-20,35-55,0,60,N,Pass,69.4
AAA,2014J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,66.0
AAA,2014J,M,South West Region,HE Qualification,30-40%,35-55,0,60,N,Pass,66.4
AAA,2014J,M,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,83.0
AAA,2014J,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,60,N,Pass,70.6
AAA,2014J,M,South Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,66.2
AAA,2014J,F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,59.6
AAA,2014J,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,1,180,N,Pass,56.4
AAA,2014J,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,46.4
AAA,2014J,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,72.4
AAA,2014J,F,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,43.6
AAA,2014J,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,67.2
AAA,2014J,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,85.0
AAA,2014J,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,120,N,Pass,49.0
AAA,2014J,M,Wales,A Level or Equivalent,20-30%,35-55,0,60,N,Distinction,82.8
AAA,2014J,M,South West Region,A Level or Equivalent,10-20,35-55,0,60,N,Distinction,80.6
AAA,2014J,F,London Region,A Level or Equivalent,80-90%,35-55,1,120,N,Withdrawn,
AAA,2014J,M,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,70.2
AAA,2014J,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,74.0
AAA,2014J,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,79.6
AAA,2014J,M,North Region,Lower Than A Level,,35-55,0,60,N,Distinction,88.8
AAA,2014J,F,South Region,A Level or Equivalent,30-40%,0-35,0,240,N,Pass,53.8
AAA,2014J,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,1,120,N,Fail,
AAA,2014J,M,East Midlands Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,81.8
AAA,2014J,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,54.0
AAA,2014J,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,45.0
AAA,2014J,F,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,Pass,73.0
AAA,2014J,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,46.0
AAA,2014J,F,South East Region,A Level or Equivalent,60-70%,0-35,1,120,N,Withdrawn,67.66666666666667
AAA,2014J,F,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,Pass,72.4
AAA,2014J,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,83.0
AAA,2014J,M,East Anglian Region,HE Qualification,70-80%,0-35,0,60,N,Pass,86.2
AAA,2014J,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,90,N,Pass,72.8
AAA,2014J,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,73.6
AAA,2014J,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,73.4
AAA,2014J,M,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,
AAA,2014J,M,East Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass,75.2
AAA,2014J,F,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass,66.0
AAA,2014J,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,84.6
AAA,2014J,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,81.6
AAA,2014J,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,60.0
AAA,2014J,M,North Western Region,A Level or Equivalent,10-20,35-55,0,60,Y,Pass,80.6
AAA,2014J,M,Wales,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,77.6
AAA,2014J,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,67.0
AAA,2014J,M,South Region,HE Qualification,70-80%,55<=,0,60,N,Pass,64.0
AAA,2014J,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,77.2
AAA,2014J,M,Scotland,A Level or Equivalent,70-80%,35-55,0,120,N,Fail,72.8
AAA,2014J,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,79.2
AAA,2014J,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,52.8
AAA,2014J,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,85.2
AAA,2014J,F,Ireland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,80.4
AAA,2014J,F,Scotland,HE Qualification,70-80%,0-35,1,60,N,Pass,74.8
AAA,2014J,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,75.6
AAA,2014J,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,52.8
AAA,2014J,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,66.0
AAA,2014J,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,76.0
AAA,2014J,M,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,65.8
AAA,2014J,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,
AAA,2014J,M,Scotland,HE Qualification,80-90%,35-55,0,60,N,Pass,80.8
AAA,2014J,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,68.6
AAA,2014J,M,Scotland,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,82.4
AAA,2014J,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,75.2
AAA,2014J,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,180,N,Withdrawn,
AAA,2014J,M,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,55.8
AAA,2014J,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,180,N,Withdrawn,
AAA,2014J,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Fail,49.8
AAA,2014J,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,59.6
AAA,2014J,F,South Region,HE Qualification,90-100%,35-55,1,60,N,Distinction,84.8
AAA,2014J,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,82.2
AAA,2014J,M,London Region,HE Qualification,60-70%,0-35,0,60,N,Fail,39.8
AAA,2014J,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,70.2
AAA,2014J,F,South East Region,A Level or Equivalent,20-30%,0-35,1,60,N,Pass,87.2
AAA,2014J,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,44.0
AAA,2014J,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,73.8
AAA,2014J,M,East Anglian Region,HE Qualification,10-20,0-35,0,120,N,Withdrawn,68.5
AAA,2014J,F,West Midlands Region,HE Qualification,70-80%,0-35,1,60,N,Pass,83.8
AAA,2014J,M,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass,73.8
AAA,2014J,F,North Region,A Level or Equivalent,,0-35,0,60,N,Pass,77.4
AAA,2014J,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,120,N,Pass,72.6
AAA,2014J,M,Scotland,HE Qualification,40-50%,35-55,0,120,N,Withdrawn,61.5
AAA,2014J,M,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,76.6
AAA,2014J,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,52.2
AAA,2014J,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,69.6
AAA,2014J,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,64.6
AAA,2014J,M,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,64.6
AAA,2014J,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,58.0
AAA,2014J,M,North Western Region,HE Qualification,30-40%,0-35,0,60,N,Pass,71.5
AAA,2014J,M,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,75.0
AAA,2014J,F,East Anglian Region,HE Qualification,70-80%,35-55,0,60,N,Pass,59.6
AAA,2014J,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,73.6
AAA,2014J,M,Scotland,HE Qualification,10-20,0-35,0,60,N,Pass,81.6
AAA,2014J,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,65.6
AAA,2014J,M,Ireland,HE Qualification,,0-35,0,60,N,Pass,71.4
AAA,2014J,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,75.6
AAA,2014J,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Distinction,83.0
AAA,2014J,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,78.8
AAA,2014J,M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,76.6
AAA,2014J,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,72.0
AAA,2014J,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,78.6
AAA,2014J,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass,80.2
AAA,2014J,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Pass,75.4
AAA,2014J,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,80.4
AAA,2014J,M,Scotland,HE Qualification,50-60%,35-55,0,60,N,Fail,55.0
AAA,2014J,F,South Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,
AAA,2014J,F,South West Region,A Level or Equivalent,10-20,35-55,0,300,N,Fail,40.0
AAA,2014J,M,Scotland,A Level or Equivalent,0-10%,0-35,1,90,N,Pass,68.0
AAA,2014J,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Distinction,82.2
AAA,2014J,F,South Region,Lower Than A Level,60-70%,0-35,0,120,Y,Fail,54.25
